iso2c,iso3c,country,year,country_group,is_thailand,gdp_current_usd,gdp_constant_2015_usd,gdp_pc_current_usd,gdp_pc_constant_2015,gdp_ppp_current,gdp_pc_ppp_current,population,agriculture_pct_gdp,industry_pct_gdp,services_pct_gdp,manufacturing_pct_gdp,gdp_growth_annual,gdp_pc_growth_annual,region,income,lending
KH,KHM,Cambodia,1980,ASEAN,FALSE,744384129.707563,3581475361.62849,143.154317973128,688.762215998489,NA,NA,5199872,NA,NA,NA,NA,-5.668406164106477,-7.683233478661244,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1981,ASEAN,FALSE,815153652.415596,3582947065.65765,154.253841174151,678.011250962987,NA,NA,5284495,NA,NA,NA,NA,0.041092116531848966,-1.5609109770802987,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1982,ASEAN,FALSE,865516039.800558,3582947065.65765,159.206634020357,659.062242599126,NA,NA,5436432,NA,NA,NA,NA,0,-2.7947926139791246,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1983,ASEAN,FALSE,939291262.100055,3741793666.97819,166.65319934361,663.885539072704,NA,NA,5636203,NA,NA,NA,NA,4.433406310773491,0.7318423301805987,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1984,ASEAN,FALSE,1021176058.63327,3926341896.40254,174.705837134358,671.730248753369,NA,NA,5845117,NA,NA,NA,NA,4.932079260623379,1.1816358722954279,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1985,ASEAN,FALSE,1102669184.43812,4109709289.00662,182.446852317187,679.989551081934,NA,NA,6043783,NA,NA,NA,NA,4.670184040062519,1.229556409569632,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1986,ASEAN,FALSE,1167630317.8411,4265911859.7333,185.759997798349,678.670094090388,NA,NA,6285693,NA,NA,NA,NA,3.8008180078459297,-0.19404077451581347,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1987,ASEAN,FALSE,1036974910.45,5184427493.70972,158.124375446975,790.553706971779,NA,NA,6557970,NA,NA,NA,NA,21.531519266641475,16.485714319171073,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1988,ASEAN,FALSE,1662877859.22297,5805361650.77597,244.109577464605,852.223975284837,NA,NA,6812014,NA,NA,NA,NA,11.976908883760684,7.800895469744407,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1989,ASEAN,FALSE,1353137647.68304,6007352427.85881,191.297492431658,849.279049748096,NA,NA,7073473,NA,NA,NA,NA,3.4793831846090306,-0.3455576963505069,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1990,ASEAN,FALSE,1402541176.5121,6077176596.90232,190.181470036159,824.051655825487,10396290527.9643,1409.71391688348,7374752,NA,NA,NA,NA,1.1623118483893746,-2.9704481618958556,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1991,ASEAN,FALSE,2054974089.3643,6538513178.62442,267.336306726982,850.610221173097,11563776555.1314,1504.35829437695,7686850,NA,NA,NA,NA,7.59129793854032,3.2229248202899408,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1992,ASEAN,FALSE,2491486594.18917,6997355850.26551,307.094922385136,862.478030887335,12657283369.386,1560.1077136011,8113083,NA,NA,NA,NA,7.01753837770227,1.395211275250241,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1993,ASEAN,FALSE,2533727592.04165,7284133439.52237,294.059372727558,845.382004291868,13488340386.4742,1565.42989295323,8616381,45.2943821816409,12.6462429891696,39.4239678569411,8.61722449730602,4.098370804537255,-1.982198500508836,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1994,ASEAN,FALSE,2791435272.26653,4748625742.75315,302.1307854832,513.967147967874,8980985670.63207,972.056304525461,9239162,45.5577095437597,13.7227155633242,36.2557496302954,8.85380604648524,-34.8086387738591,-39.20297033074448,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1995,ASEAN,FALSE,3441205692.9166,5218904416.41975,343.485224671585,520.926883186145,10077366644.2719,1005.8760954135,10018497,47.7245602129901,14.26204476065,34.1915817554512,9.14556684183844,9.903468901171886,1.3541206370462522,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1996,ASEAN,FALSE,3506695719.57259,5526689596.99919,324.655870983004,511.670349597704,10867053240.1987,1006.09032458209,10801270,44.4630795625178,14.988565801564,35.9810694223313,10.0953294388463,5.8975056069447085,-1.7769352834749674,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1997,ASEAN,FALSE,3443413388.65696,5748123107.34897,297.59041960803,496.770551310941,11497359838.3609,993.637345418124,11570982,44.4472126770339,16.3857369937735,35.0877626951943,11.6394673783422,4.006621078737815,-2.9119917342245505,East Asia & Pacific,Lower middle income,IDA
KH,KHM,Cambodia,1998,ASEAN,FALSE,3120425502.66241,6017229084.13523,258.780953189377,499.016649050833,12170888167.2422,1009.34761569951,12058173,44.4799589633803,16.7090818114912,34.8040317435791,12.6611557433598,4.6816321042638664,0.45213987301877534,East Asia & Pacific,Lower middle income,IDA
